range;linha;descricao;posto;datainicioplan;datafimplan;datainicioreal;datafimreal;fimreal_fimplan;inicioreal_inicioplan;fimreal_inicioreal;fimplan_inicioplan
1608;Porta Pax Tras.;EMBALAGEM;Embalagem e Entrega;2019-09-30 06:00:00.000;2019-09-30 15:00:00.000;2019-10-30 15:00:00.000;2019-10-30 16:00:00.000;-22;-22;1;1
1608;Porta Pax Tras.;INVOICE;DELIVERY;2019-10-01 06:00:00.000;2019-10-01 06:00:00.000;2019-10-30 19:59:00.000;2019-10-30 20:30:00.000;-21;-21;1;1
1608;Porta Serv. Dian.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv. Dian.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv. Dian.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv. Dian.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv. Dian.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-16 06:00:00.000;2019-09-18 15:00:00.000;2019-09-23 07:00:00.000;2019-09-24 09:00:00.000;-4;-5;2;3
1608;Porta Serv. Dian.;PINTURA;Pintura + Dinitrol;2019-09-19 06:00:00.000;2019-09-19 15:00:00.000;2019-09-24 10:00:00.000;2019-09-26 07:30:00.000;-5;-3;3;1
1608;Porta Serv. Dian.;MONT. BOX;Comp;2019-09-20 06:00:00.000;2019-09-23 10:30:00.000;2019-10-01 14:00:00.000;2019-10-15 08:00:00.000;-16;-7;11;2
1608;Porta Serv. Dian.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-09-23 11:00:00.000;2019-09-24 15:00:00.000;2019-10-15 08:30:00.000;2019-10-18 09:00:00.000;-18;-16;4;2
1608;Porta Serv. Dian.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-09-25 06:00:00.000;2019-09-27 15:00:00.000;2019-10-18 09:30:00.000;2019-10-18 16:10:00.000;-15;-17;1;3
1608;Porta Serv. Dian.;EMBALAGEM;Embalagem e Entrega;2019-09-30 06:00:00.000;2019-09-30 15:00:00.000;2019-10-19 11:00:00.000;2019-10-19 12:00:00.000;-15;-15;1;1
1608;Porta Serv. Dian.;INVOICE;DELIVERY;2019-10-01 06:00:00.000;2019-10-01 06:00:00.000;2019-10-19 15:30:00.000;2019-10-19 16:30:00.000;-14;-14;1;1
1608;Porta Serv.Tras.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv.Tras.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv.Tras.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv.Tras.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1608;Porta Serv.Tras.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-16 06:00:00.000;2019-09-18 15:00:00.000;2019-09-16 07:30:00.000;2019-09-18 15:40:00.000;0;0;3;3
1608;Porta Serv.Tras.;PINTURA;Pintura + Dinitrol;2019-09-19 06:00:00.000;2019-09-19 15:00:00.000;2019-09-19 08:00:00.000;2019-09-19 16:40:00.000;0;0;1;1
1608;Porta Serv.Tras.;MONT. BOX;Comp;2019-09-20 06:00:00.000;2019-09-23 10:30:00.000;2019-09-20 07:20:00.000;2019-09-23 07:50:00.000;0;0;2;2
1608;Porta Serv.Tras.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-09-23 11:00:00.000;2019-09-24 15:00:00.000;2019-09-23 08:00:00.000;2019-10-14 07:30:00.000;-14;0;16;2
1608;Porta Serv.Tras.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-09-25 06:00:00.000;2019-09-27 15:00:00.000;2019-10-15 08:00:00.000;2019-10-17 09:30:00.000;-14;-14;3;3
1608;Porta Serv.Tras.;EMBALAGEM;Embalagem e Entrega;2019-09-30 06:00:00.000;2019-09-30 15:00:00.000;2019-10-18 15:00:00.000;2019-10-18 16:00:00.000;-14;-14;1;1
1608;Porta Serv.Tras.;INVOICE;DELIVERY;2019-10-01 06:00:00.000;2019-10-01 06:00:00.000;2019-10-18 16:55:00.000;2019-10-18 17:55:00.000;-13;-13;1;1
1609;Porta Pax Dian.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Dian.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Dian.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Dian.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Dian.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-18 06:00:00.000;2019-09-20 15:00:00.000;2019-09-25 07:30:00.000;2019-09-26 08:00:00.000;-4;-5;2;3
1609;Porta Pax Dian.;PINTURA;Pintura + Dinitrol;2019-09-23 06:00:00.000;2019-09-23 15:00:00.000;2019-09-26 08:40:00.000;2019-09-27 07:30:00.000;-4;-3;2;1
1609;Porta Pax Dian.;MONT. BOX;Comp;2019-09-24 06:00:00.000;2019-09-25 10:30:00.000;2019-10-01 08:00:00.000;2019-10-10 12:00:00.000;-11;-5;8;2
1609;Porta Pax Dian.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-09-25 11:00:00.000;2019-09-26 15:00:00.000;2019-10-10 13:00:00.000;2019-10-15 08:00:00.000;-13;-11;4;2
1609;Porta Pax Dian.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-09-27 06:00:00.000;2019-10-01 15:00:00.000;2019-10-16 09:00:00.000;2019-10-21 17:00:00.000;-14;-13;4;3
1609;Porta Pax Dian.;EMBALAGEM;Embalagem e Entrega;2019-10-02 06:00:00.000;2019-10-02 15:00:00.000;2019-11-20 15:00:00.000;2019-11-20 16:00:00.000;-35;-35;1;1
1609;Porta Pax Dian.;INVOICE;DELIVERY;2019-10-03 06:00:00.000;2019-10-03 06:00:00.000;2019-10-21 17:00:00.000;2019-10-21 18:00:00.000;-12;-12;1;1
1609;Porta Pax Tras.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Tras.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Tras.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Tras.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Pax Tras.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-18 06:00:00.000;2019-09-20 15:00:00.000;2019-09-25 07:00:00.000;2019-09-26 16:50:00.000;-4;-5;2;3
1609;Porta Pax Tras.;PINTURA;Pintura + Dinitrol;2019-09-23 06:00:00.000;2019-09-23 15:00:00.000;2019-09-30 08:00:00.000;2019-10-01 07:40:00.000;-6;-5;2;1
1609;Porta Pax Tras.;MONT. BOX;Comp;2019-09-24 06:00:00.000;2019-09-25 10:30:00.000;2019-10-01 08:20:00.000;2019-10-10 13:00:00.000;-11;-5;8;2
1609;Porta Pax Tras.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-09-25 11:00:00.000;2019-09-26 15:00:00.000;2019-10-10 13:50:00.000;2019-10-14 12:00:00.000;-12;-11;3;2
1609;Porta Pax Tras.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-09-27 06:00:00.000;2019-10-01 15:00:00.000;2019-10-23 07:00:00.000;2019-10-25 16:00:00.000;-18;-18;3;3
1609;Porta Pax Tras.;EMBALAGEM;Embalagem e Entrega;2019-10-02 06:00:00.000;2019-10-02 15:00:00.000;2019-11-01 09:00:00.000;2019-11-01 10:00:00.000;-22;-22;1;1
1609;Porta Pax Tras.;INVOICE;DELIVERY;2019-10-03 06:00:00.000;2019-10-03 06:00:00.000;2019-11-01 17:30:00.000;2019-11-01 18:30:00.000;-21;-21;1;1
1609;Porta Serv. Dian.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv. Dian.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv. Dian.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv. Dian.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv. Dian.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-18 06:00:00.000;2019-09-20 15:00:00.000;2019-10-08 09:00:00.000;2019-10-09 08:30:00.000;-13;-14;2;3
1609;Porta Serv. Dian.;PINTURA;Pintura + Dinitrol;2019-09-23 06:00:00.000;2019-09-23 15:00:00.000;2019-10-10 07:30:00.000;2019-10-11 07:20:00.000;-14;-13;2;1
1609;Porta Serv. Dian.;MONT. BOX;Comp;2019-09-24 06:00:00.000;2019-09-25 10:30:00.000;2019-10-11 08:00:00.000;2019-10-17 09:00:00.000;-16;-13;5;2
1609;Porta Serv. Dian.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-09-25 11:00:00.000;2019-09-26 15:00:00.000;2019-10-21 08:10:00.000;2019-10-23 16:20:00.000;-19;-18;3;2
1609;Porta Serv. Dian.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-09-27 06:00:00.000;2019-10-01 15:00:00.000;2019-10-24 07:30:00.000;2019-10-25 16:20:00.000;-18;-19;2;3
1609;Porta Serv. Dian.;EMBALAGEM;Embalagem e Entrega;2019-10-02 06:00:00.000;2019-10-02 15:00:00.000;2019-11-04 08:00:00.000;2019-11-04 09:00:00.000;-23;-23;1;1
1609;Porta Serv. Dian.;INVOICE;DELIVERY;2019-10-03 06:00:00.000;2019-10-03 06:00:00.000;2019-11-04 18:00:00.000;2019-11-04 19:00:00.000;-22;-22;1;1
1609;Porta Serv.Tras.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv.Tras.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv.Tras.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv.Tras.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1609;Porta Serv.Tras.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-18 06:00:00.000;2019-09-20 15:00:00.000;2019-10-02 08:00:00.000;2019-10-03 08:20:00.000;-9;-10;2;3
1609;Porta Serv.Tras.;PINTURA;Pintura + Dinitrol;2019-09-23 06:00:00.000;2019-09-23 15:00:00.000;2019-10-03 08:40:00.000;2019-10-04 12:00:00.000;-9;-8;2;1
1609;Porta Serv.Tras.;MONT. BOX;Comp;2019-09-24 06:00:00.000;2019-09-25 10:30:00.000;2019-10-07 07:50:00.000;2019-10-10 11:00:00.000;-11;-9;4;2
1609;Porta Serv.Tras.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-09-25 11:00:00.000;2019-09-26 15:00:00.000;2019-10-15 08:20:00.000;2019-10-21 07:50:00.000;-17;-14;5;2
1609;Porta Serv.Tras.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-09-27 06:00:00.000;2019-10-01 15:00:00.000;2019-10-21 08:00:00.000;2019-10-25 16:00:00.000;-18;-16;5;3
1609;Porta Serv.Tras.;EMBALAGEM;Embalagem e Entrega;2019-10-02 06:00:00.000;2019-10-02 15:00:00.000;2019-10-26 13:00:00.000;2019-10-26 14:00:00.000;-18;-18;1;1
1609;Porta Serv.Tras.;INVOICE;DELIVERY;2019-10-03 06:00:00.000;2019-10-03 06:00:00.000;2019-10-26 16:00:00.000;2019-10-26 17:00:00.000;-17;-17;1;1
1610;Porta Pax Dian.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Dian.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Dian.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Dian.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Dian.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-25 06:00:00.000;2019-09-27 15:00:00.000;2019-10-14 07:40:00.000;2019-10-15 08:10:00.000;-12;-13;2;3
1610;Porta Pax Dian.;PINTURA;Pintura + Dinitrol;2019-09-30 06:00:00.000;2019-09-30 15:00:00.000;2019-10-15 08:30:00.000;2019-10-16 07:20:00.000;-12;-11;2;1
1610;Porta Pax Dian.;MONT. BOX;Comp;2019-10-01 06:00:00.000;2019-10-02 10:30:00.000;2019-10-21 08:20:00.000;2019-10-23 09:00:00.000;-15;-14;3;2
1610;Porta Pax Dian.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-02 11:00:00.000;2019-10-03 15:00:00.000;2019-10-25 08:00:00.000;2019-10-29 08:00:00.000;-18;-17;3;2
1610;Porta Pax Dian.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-10-04 06:00:00.000;2019-10-08 15:00:00.000;2019-11-06 07:00:00.000;2019-11-07 14:00:00.000;-22;-23;2;3
1610;Porta Pax Dian.;EMBALAGEM;Embalagem e Entrega;2019-10-09 06:00:00.000;2019-10-09 15:00:00.000;2019-11-08 08:00:00.000;2019-11-08 10:00:00.000;-22;-22;1;1
1610;Porta Pax Dian.;INVOICE;DELIVERY;2019-10-10 06:00:00.000;2019-10-10 06:00:00.000;2019-11-09 12:00:00.000;2019-11-09 13:00:00.000;-22;-22;1;1
1610;Porta Pax Tras.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Tras.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Tras.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Tras.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Pax Tras.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-24 06:00:00.000;2019-09-26 15:00:00.000;2019-10-15 08:20:00.000;2019-10-16 09:00:00.000;-14;-15;2;3
1610;Porta Pax Tras.;PINTURA;Pintura + Dinitrol;2019-09-27 06:00:00.000;2019-09-27 15:00:00.000;2019-10-16 10:00:00.000;2019-10-17 07:40:00.000;-14;-13;2;1
1610;Porta Pax Tras.;MONT. BOX;Comp;2019-09-30 06:00:00.000;2019-10-01 10:30:00.000;2019-10-23 07:30:00.000;2019-10-28 16:20:00.000;-19;-17;4;2
1610;Porta Pax Tras.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-01 11:00:00.000;2019-10-02 15:00:00.000;2019-10-29 07:50:00.000;2019-10-30 08:00:00.000;-20;-20;2;2
1610;Porta Pax Tras.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-10-03 06:00:00.000;2019-10-07 15:00:00.000;2019-10-30 08:30:00.000;2019-10-31 10:00:00.000;-18;-19;2;3
1610;Porta Pax Tras.;EMBALAGEM;Embalagem e Entrega;2019-10-08 06:00:00.000;2019-10-08 15:00:00.000;2019-11-01 10:00:00.000;2019-11-01 11:00:00.000;-18;-18;1;1
1610;Porta Pax Tras.;INVOICE;DELIVERY;2019-10-09 06:00:00.000;2019-10-09 06:00:00.000;2019-11-01 17:29:00.000;2019-11-01 18:30:00.000;-17;-17;1;1
1610;Porta Serv. Dian.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv. Dian.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv. Dian.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv. Dian.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv. Dian.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-24 06:00:00.000;2019-09-26 15:00:00.000;2019-10-07 07:40:00.000;2019-10-07 16:20:00.000;-7;-9;1;3
1610;Porta Serv. Dian.;PINTURA;Pintura + Dinitrol;2019-09-27 06:00:00.000;2019-09-27 15:00:00.000;2019-10-08 08:20:00.000;2019-10-11 08:00:00.000;-10;-7;4;1
1610;Porta Serv. Dian.;MONT. BOX;Comp;2019-09-30 06:00:00.000;2019-10-01 10:30:00.000;2019-10-14 09:50:00.000;2019-10-16 16:20:00.000;-11;-10;3;2
1610;Porta Serv. Dian.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-01 11:00:00.000;2019-10-02 15:00:00.000;2019-10-17 07:56:00.000;2019-10-23 10:00:00.000;-15;-12;5;2
1610;Porta Serv. Dian.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-10-03 06:00:00.000;2019-10-07 15:00:00.000;2019-10-23 11:00:00.000;2019-10-25 16:40:00.000;-14;-14;3;3
1610;Porta Serv. Dian.;EMBALAGEM;Embalagem e Entrega;2019-10-08 06:00:00.000;2019-10-08 15:00:00.000;2019-10-30 16:00:00.000;2019-10-30 17:00:00.000;-16;-16;1;1
1610;Porta Serv. Dian.;INVOICE;DELIVERY;2019-10-09 06:00:00.000;2019-10-09 06:00:00.000;2019-10-30 19:59:00.000;2019-10-30 20:30:00.000;-15;-15;1;1
1610;Porta Serv.Tras.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv.Tras.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv.Tras.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv.Tras.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1610;Porta Serv.Tras.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-24 06:00:00.000;2019-09-26 15:00:00.000;2019-10-14 07:50:00.000;2019-10-15 16:00:00.000;-13;-14;2;3
1610;Porta Serv.Tras.;PINTURA;Pintura + Dinitrol;2019-09-27 06:00:00.000;2019-09-27 15:00:00.000;2019-10-16 08:00:00.000;2019-10-16 16:40:00.000;-13;-13;1;1
1610;Porta Serv.Tras.;MONT. BOX;Comp;2019-09-30 06:00:00.000;2019-10-01 10:30:00.000;2019-10-17 07:40:00.000;2019-10-22 16:00:00.000;-15;-13;4;2
1610;Porta Serv.Tras.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-01 11:00:00.000;2019-10-02 15:00:00.000;2019-10-24 07:00:00.000;2019-10-28 08:00:00.000;-18;-17;3;2
1610;Porta Serv.Tras.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-10-03 06:00:00.000;2019-10-07 15:00:00.000;2019-10-28 09:00:00.000;2019-10-29 16:00:00.000;-16;-17;2;3
1610;Porta Serv.Tras.;EMBALAGEM;Embalagem e Entrega;2019-10-08 06:00:00.000;2019-10-08 15:00:00.000;2019-11-06 15:00:00.000;2019-11-06 16:00:00.000;-21;-21;1;1
1610;Porta Serv.Tras.;INVOICE;DELIVERY;2019-10-09 06:00:00.000;2019-10-09 06:00:00.000;2019-11-06 18:00:00.000;2019-11-06 19:00:00.000;-20;-20;1;1
1611;Porta Pax Dian.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Dian.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Dian.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Dian.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Dian.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-27 06:00:00.000;2019-10-01 15:00:00.000;2019-10-24 07:50:00.000;2019-10-24 16:40:00.000;-17;-19;1;3
1611;Porta Pax Dian.;PINTURA;Pintura + Dinitrol;2019-10-02 06:00:00.000;2019-10-02 15:00:00.000;2019-10-25 08:20:00.000;2019-10-25 16:20:00.000;-17;-17;1;1
1611;Porta Pax Dian.;MONT. BOX;Comp;2019-10-03 06:00:00.000;2019-10-04 10:30:00.000;2019-10-28 08:20:00.000;2019-10-30 08:00:00.000;-18;-17;3;2
1611;Porta Pax Dian.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-04 11:00:00.000;2019-10-07 15:00:00.000;2019-10-30 08:30:00.000;2019-11-06 08:00:00.000;-22;-18;5;2
1611;Porta Pax Dian.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-10-08 06:00:00.000;2019-10-10 15:00:00.000;2019-11-06 08:20:00.000;2019-11-08 16:00:00.000;-21;-21;3;3
1611;Porta Pax Dian.;EMBALAGEM;Embalagem e Entrega;2019-10-11 06:00:00.000;2019-10-11 15:00:00.000;NULL;NULL;NULL;NULL;NULL;1
1611;Porta Pax Dian.;INVOICE;DELIVERY;2019-10-14 06:00:00.000;2019-10-14 06:00:00.000;NULL;NULL;NULL;NULL;NULL;1
1611;Porta Pax Tras.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Tras.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Tras.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Tras.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Pax Tras.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-26 06:00:00.000;2019-09-30 15:00:00.000;2019-10-07 08:30:00.000;2019-10-08 08:00:00.000;-6;-7;2;3
1611;Porta Pax Tras.;PINTURA;Pintura + Dinitrol;2019-10-01 06:00:00.000;2019-10-01 15:00:00.000;2019-10-08 09:00:00.000;2019-10-10 10:00:00.000;-7;-5;3;1
1611;Porta Pax Tras.;MONT. BOX;Comp;2019-10-02 06:00:00.000;2019-10-03 10:30:00.000;2019-10-28 08:00:00.000;2019-10-30 08:50:00.000;-19;-18;3;2
1611;Porta Pax Tras.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-03 11:00:00.000;2019-10-04 15:00:00.000;2019-10-30 09:30:00.000;2019-11-08 16:00:00.000;-25;-19;7;2
1611;Porta Pax Tras.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-10-07 06:00:00.000;2019-10-09 15:00:00.000;2019-11-08 16:10:00.000;2019-11-09 12:00:00.000;-23;-24;1;3
1611;Porta Pax Tras.;EMBALAGEM;Embalagem e Entrega;2019-10-10 06:00:00.000;2019-10-10 15:00:00.000;2019-11-09 12:30:00.000;2019-11-09 13:30:00.000;-22;-22;1;1
1611;Porta Pax Tras.;INVOICE;DELIVERY;2019-10-11 06:00:00.000;2019-10-11 06:00:00.000;2019-11-09 15:45:00.000;2019-11-09 16:10:00.000;-21;-21;1;1
1611;Porta Serv. Dian.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv. Dian.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv. Dian.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv. Dian.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv. Dian.;SELAGEM;Selagem Aerodinâmica + Cura;2019-09-26 06:00:00.000;2019-09-30 15:00:00.000;2019-10-15 07:50:00.000;2019-10-16 07:40:00.000;-12;-13;2;3
1611;Porta Serv. Dian.;PINTURA;Pintura + Dinitrol;2019-10-01 06:00:00.000;2019-10-01 15:00:00.000;2019-10-16 08:00:00.000;2019-10-21 08:00:00.000;-14;-11;4;1
1611;Porta Serv. Dian.;MONT. BOX;Comp;2019-10-02 06:00:00.000;2019-10-03 10:30:00.000;2019-10-22 08:20:00.000;2019-10-24 16:00:00.000;-15;-14;3;2
1611;Porta Serv. Dian.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-03 11:00:00.000;2019-10-04 15:00:00.000;2019-10-25 07:00:00.000;2019-10-29 08:00:00.000;-17;-16;3;2
1611;Porta Serv. Dian.;REGULAGEM FINAL;GM 6 - Regulagem Final;2019-10-07 06:00:00.000;2019-10-09 15:00:00.000;2019-10-29 09:00:00.000;2019-10-31 16:00:00.000;-16;-16;3;3
1611;Porta Serv. Dian.;EMBALAGEM;Embalagem e Entrega;2019-10-10 06:00:00.000;2019-10-10 15:00:00.000;2019-11-04 10:00:00.000;2019-11-04 11:00:00.000;-17;-17;1;1
1611;Porta Serv. Dian.;INVOICE;DELIVERY;2019-10-11 06:00:00.000;2019-10-11 06:00:00.000;2019-11-04 16:58:00.000;2019-11-04 17:30:00.000;-16;-16;1;1
1611;Porta Serv.Tras.;ESTRUTURA;GM 1 - Estrutura Primária;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv.Tras.;FURAÇÃO;GM 2 - Painel e Estrutura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv.Tras.;COMPL. SUPORTAGEM;GM 4 - Suportes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv.Tras.;FRESAGEM;MIL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Porta Serv.Tras.;SELAGEM;Selagem Aerodinâmica + Cura;2019-10-02 06:00:00.000;2019-10-04 15:00:00.000;2019-10-07 07:40:00.000;2019-10-07 16:00:00.000;-1;-3;1;3
1611;Porta Serv.Tras.;PINTURA;Pintura + Dinitrol;2019-10-07 06:00:00.000;2019-10-07 15:00:00.000;2019-10-07 16:20:00.000;2019-10-08 07:30:00.000;-1;0;2;1
1611;Porta Serv.Tras.;MONT. BOX;Comp;2019-10-08 06:00:00.000;2019-10-09 10:30:00.000;2019-10-21 07:40:00.000;2019-10-24 08:50:00.000;-11;-9;4;2
1611;Porta Serv.Tras.;MECANISMOS;GM 5 - Montagem Mecanismos;2019-10-09 11:00:00.000;2019-10-10 15:00:00.000;2019-10-28 08:00:00.000;2019-10-30 15:00:00.000;-14;-13;3;2
